species,rep_taxid,organism_name,nirK_present,pcuac_present,nirK_rep_accession,pcuac_rep_accession,class
salinisphaera orenii,856731,Salinisphaera orenii;Salinisphaera orenii subsp. halophila,1,0,WP_111748438.1,N/A,nirK_only
salinisphaera shabanensis,180542,Salinisphaera shabanensis;Salinisphaera shabanensis T35B1,1,0,WP_353160195.1,N/A,nirK_only
salinisphaera sp.,633357,Salinisphaera sp. S4-8,1,1,WP_353220006.1,WP_209199860.1,both
salinispirillum sp.,2952525,Salinispirillum sp. LH 10-3-1,0,1,N/A,WP_304994062.1,pcuac_only
salinispora arenicola,168697,Salinispora arenicola;Salinispora arenicola CNB527,0,1,N/A,WP_029027398.1,pcuac_only
salinispora cortesiana,1305843,Salinispora cortesiana,0,1,N/A,WP_025617325.1,pcuac_only
salinispora fenicalii,1137263,Salinispora fenicalii,0,1,N/A,WP_027661084.1,pcuac_only
salinispora mooreana,999545,Salinispora mooreana,0,1,N/A,WP_026189988.1,pcuac_only
salinispora pacifica,351187,Salinispora pacifica;Salinispora pacifica CNT084;Salinispora pacifica CNT609,0,1,N/A,WP_018817441.1,pcuac_only
salinispora salinispora,168694,Salinispora;Salinispora oceanensis;Salinispora pacifica CNT124;Salinispora pacifica CNT584;Salinispora sp. CH2A1_3;Salinispora sp. CH2A1_6,0,1,N/A,WP_018742228.1,pcuac_only
salinispora tropica,168695,Salinispora tropica;Salinispora tropica CNS416,0,1,N/A,WP_018832477.1,pcuac_only
salinispora vitiensis,999544,Salinispora vitiensis,0,1,N/A,WP_018215761.1,pcuac_only
salinivibrio costicola,1269942,Salinivibrio costicola;Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651,0,1,N/A,WP_025744949.1,pcuac_only
salinivibrio kushneri,1908198,Salinivibrio kushneri,0,1,N/A,WP_077600358.1,pcuac_only
salinivibrio salinivibrio,51366,Salinivibrio;Salinivibrio sp. IB282;Salinivibrio sp. SS3;Salinivibrio kushneri;Salinivibrio sp. ML323,0,1,N/A,WP_069362923.1,pcuac_only
salinivibrio sharmensis,390883,Salinivibrio sharmensis,0,1,N/A,WP_077772836.1,pcuac_only
salinivibrio socompensis,1308978,Salinivibrio socompensis S35;Salinivibrio socompensis,0,1,N/A,WP_128080501.1,pcuac_only
salinivibrio sp.,2115977,Salinivibrio sp. HTSP,0,1,N/A,WP_116643910.1,pcuac_only
salipiger abyssi,1250539,Salipiger abyssi,0,1,N/A,WP_207019037.1,pcuac_only
salipiger aestuarii,568098,Salipiger aestuarii;Celeribacter neptunius;Oceanicola sp. 22II-s10i;Pseudosulfitobacter pseudonitzschiae;Actibacterium naphthalenivorans;Roseobacteraceae,1,1,WP_223870724.1,WP_111550174.1,both
salipiger bermudensis,344736,Salipiger bermudensis,1,1,WP_224856843.1,WP_222603585.1,both
salipiger bruguierae,3029062,Salipiger bruguierae,0,1,N/A,WP_353475462.1,pcuac_only
salipiger mangrovisoli,2865933,Salipiger mangrovisoli,1,1,WP_194136495.1,WP_194136582.1,both
salipiger marinus,555512,Salipiger marinus,1,1,WP_242656842.1,WP_485634567.1,both
salipiger mucosus,263378,Salipiger mucosus;Salipiger mucosus DSM 16094,1,1,WP_021121080.1,WP_020041352.1,both
salipiger pallidus,1775170,Salipiger pallidus,0,1,N/A,WP_188788978.1,pcuac_only
salipiger pentaromativorans,2943193,Salipiger pentaromativorans,0,1,N/A,WP_258095444.1,pcuac_only
salipiger salipiger,263377,Salipiger;Salipiger profundus;Salipiger sp. D13,1,1,WP_076622769.1,WP_076623680.1,both
salipiger sp.,2078585,Salipiger sp.,1,1,WP_417722745.1,WP_129763625.1,both
salipiger thiooxidans,282683,Salipiger thiooxidans,1,1,WP_206896035.1,WP_089954431.1,both
salirhabdus euzebyi,394506,Salirhabdus euzebyi,1,0,WP_376697747.1,N/A,nirK_only
salisaeta longa,503170,Salisaeta longa;Salisaeta longa DSM 21114,1,0,WP_051141251.1,N/A,nirK_only
salmonella enterica,28901,Salmonella enterica;Salmonella enterica subsp. enterica serovar Carrau,1,0,WP_260776843.1,N/A,nirK_only
salsipaludibacter albus,2849650,Salsipaludibacter albus,1,0,WP_238445689.1,N/A,nirK_only
sandaracinobacter neustonicus,1715348,Sandaracinobacter neustonicus,0,1,N/A,WP_181160134.1,pcuac_only
sandaracinobacter sp.,2487581,Sandaracinobacter sp.,0,1,N/A,WP_374386887.1,pcuac_only
sandaracinobacteroides hominis,2780086,Sandaracinobacteroides hominis,0,1,N/A,WP_199554182.1,pcuac_only
sandaracinobacteroides saxicola,2759707,Sandaracinobacteroides saxicola,0,1,N/A,WP_182295528.1,pcuac_only
sandaracinobacteroides sayramensis,2913411,Sandaracinobacteroides sayramensis,0,1,N/A,WP_237828663.1,pcuac_only
sandaracinobacteroides sp.,2883111,Sandaracinobacteroides sp.,0,1,N/A,WP_484340007.1,pcuac_only
sandaracinus amylolyticus,927083,Sandaracinus amylolyticus,1,0,WP_236516705.1,N/A,nirK_only
sandarakinorhabdus cyanobacteriorum,1981098,Sandarakinorhabdus cyanobacteriorum,0,1,N/A,WP_094474668.1,pcuac_only
sandarakinorhabdus fusca,1439888,Sandarakinorhabdus fusca,0,1,N/A,WP_243446658.1,pcuac_only
sandarakinorhabdus limnophila,210512,Sandarakinorhabdus limnophila,0,1,N/A,WP_397587818.1,pcuac_only
sandarakinorhabdus oryzae,2675220,Sandarakinorhabdus oryzae,0,1,N/A,WP_235902816.1,pcuac_only
sandarakinorhabdus rubra,2672568,Sandarakinorhabdus rubra,0,1,N/A,WP_164156735.1,pcuac_only
sandarakinorhabdus sp.,1248916,Sandarakinorhabdus sp. AAP62,0,1,N/A,WP_017667912.1,pcuac_only
sanguibacter antarcticus,372484,Sanguibacter antarcticus,0,1,N/A,WP_098455879.1,pcuac_only
sanguibacter biliveldensis,3030830,Sanguibacter biliveldensis,1,1,WP_319155845.1,WP_319159814.1,both
sanguibacter gelidistatuariae,1814289,Sanguibacter gelidistatuariae,1,0,WP_245701121.1,N/A,nirK_only
sanguibacter hominis,1312739,Sanguibacter hominis;Sanguibacter hominis ATCC BAA-789,1,1,WP_168447748.1,WP_168446614.1,both
sanguibacter inulinus,60922,Sanguibacter inulinus,1,1,WP_218928343.1,WP_179912563.1,both
sanguibacter keddieii,60920,Sanguibacter keddieii,1,1,WP_193389124.1,WP_012866185.1,both
sanguibacter massiliensis,1973217,Sanguibacter massiliensis,1,0,WP_102510279.1,N/A,nirK_only
sanguibacter sp.,2714931,Sanguibacter sp. HDW7,1,1,WP_166414499.1,WP_464054868.1,both
sanguibacter suaedae,2795737,Sanguibacter suaedae,1,0,WP_198733272.1,N/A,nirK_only
sanguibacter suarezii,60921,Sanguibacter suarezii;Sanguibacter suarezii NBRC 16159,1,0,WP_066465216.1,N/A,nirK_only
sanyastnella coralliicola,3069118,Sanyastnella coralliicola,1,0,WP_306643760.1,N/A,nirK_only
sapientia aquatica,1549640,Sapientia aquatica,0,1,N/A,WP_133327722.1,pcuac_only
scardovia inopinata,78259,Scardovia inopinata;Scardovia inopinata F0304;Scardovia inopinata JCM 12537,1,0,WP_040590528.1,N/A,nirK_only
scardovia wiggsiae,230143,Scardovia wiggsiae,1,0,WP_394962831.1,N/A,nirK_only
schaalia canis,100469,Schaalia canis,1,0,WP_124871633.1,N/A,nirK_only
schaalia dentiphila,411466,Schaalia dentiphila ATCC 17982;Schaalia dentiphila,1,0,WP_208853680.1,N/A,nirK_only
schaalia georgiae,52768,Schaalia georgiae;Schaalia georgiae F0490,1,0,WP_005867922.1,N/A,nirK_only
schaalia odontolytica,1660,Schaalia odontolytica;Schaalia odontolytica F0309,1,0,WP_196773358.1,N/A,nirK_only
schaalia sp.,2736604,Schaalia sp. Marseille-Q2122,1,0,WP_254873029.1,N/A,nirK_only
schaalia vaccimaxillae,183916,Schaalia vaccimaxillae;Schaalia vaccimaxillae DSM 15804,1,0,WP_022867290.1,N/A,nirK_only
schaalia zhouxuedongae,2709403,Schaalia zhouxuedongae,1,0,WP_165216769.1,N/A,nirK_only
schauerella aestuarii,2511204,Schauerella aestuarii,0,1,N/A,WP_161135865.1,pcuac_only
schinkia acidoalkalinis,3401146,Schinkia acidoalkalinis,1,0,WP_458411826.1,N/A,nirK_only
schinkia azotoformans,1454,Schinkia azotoformans,1,0,WP_326151900.1,N/A,nirK_only
scleromatobacter humisilvae,2897159,Scleromatobacter humisilvae,0,1,N/A,WP_275683788.1,pcuac_only
scopulibacillus cellulosilyticus,2665665,Scopulibacillus cellulosilyticus,1,0,WP_380970342.1,N/A,nirK_only
scrofimicrobium appendicitidis,3079930,Scrofimicrobium appendicitidis,1,0,WP_350257860.1,N/A,nirK_only
scrofimicrobium canadense,2652290,Scrofimicrobium canadense,1,0,WP_154542545.1,N/A,nirK_only
scytonema hofmannii,34078,Scytonema hofmannii;Scytonema hofmannii PCC 7110,1,0,WP_017745279.1,N/A,nirK_only
scytonema millei,1245922,Scytonema millei;Scytonema millei VB511283,1,0,WP_039715262.1,N/A,nirK_only
scytonema sp.,1680591,Scytonema sp. PCC 10023,1,0,WP_414588032.1,N/A,nirK_only
sedimentibacter sp.,304766,Sedimentibacter sp. B4,1,0,WP_040583552.1,N/A,nirK_only
sedimenticola hydrogenitrophicus,2967975,Sedimenticola hydrogenitrophicus,0,1,N/A,WP_275099928.1,pcuac_only
sedimenticola selenatireducens,191960,Sedimenticola selenatireducens,0,1,N/A,WP_144359465.1,pcuac_only
sedimenticola sp.,1940285,Sedimenticola sp.,0,1,N/A,WP_428624885.1,pcuac_only
sedimenticola thiotaurini,1543721,Sedimenticola thiotaurini,0,1,N/A,WP_046859749.1,pcuac_only
sedimentimonas flavescens,2851012,Sedimentimonas flavescens,0,1,N/A,WP_260012872.1,pcuac_only
sedimentitalea arenosa,2798803,Sedimentitalea arenosa,0,1,N/A,WP_199023794.1,pcuac_only
sedimentitalea nanhaiensis,571166,Sedimentitalea nanhaiensis DSM 24252;Sedimentitalea nanhaiensis,0,1,N/A,WP_027262264.1,pcuac_only
sedimentitalea sediminis,3351566,Sedimentitalea sediminis,0,1,N/A,WP_380995193.1,pcuac_only
sedimentitalea sp.,3241296,Sedimentitalea sp. XS_ASV28,1,1,WP_369954470.1,WP_369952950.1,both
sedimentitalea todarodis,1631240,Sedimentitalea todarodis,1,1,WP_316778816.1,WP_316775333.1,both
sedimentitalea xiamensis,3050037,Sedimentitalea xiamensis,0,1,N/A,WP_284487773.1,pcuac_only
sediminibacterium sp.,1917865,Sediminibacterium sp.,1,0,WP_295188132.1,N/A,nirK_only
sediminicoccus rosea,1225128,Sediminicoccus rosea,0,1,N/A,WP_318647168.1,pcuac_only
sediminicoccus sp.,3421106,Sediminicoccus sp. BL-A-41-H5,0,1,N/A,WP_431301770.1,pcuac_only
sediminicurvatus halobius,2182432,Sediminicurvatus halobius,0,1,N/A,WP_109679003.1,pcuac_only
sediminihabitans luteus,1138585,Sediminihabitans luteus,0,1,N/A,WP_100422501.1,pcuac_only
sediminihaliea albiluteola,2758564,Sediminihaliea albiluteola,1,1,WP_182169564.1,WP_182174674.1,both
sediminimonas qiaohouensis,552061,Sediminimonas qiaohouensis,1,1,WP_273251226.1,WP_026758650.1,both
sediminimonas sp.,2823379,Sediminimonas sp.,1,1,WP_310701756.1,WP_310701648.1,both
segeticoccus rhizosphaerae,1104777,Segeticoccus rhizosphaerae,1,0,WP_152186993.1,N/A,nirK_only
segeticoccus sp.,2706531,Segeticoccus sp.,1,0,WP_325105781.1,N/A,nirK_only
segnochrobactrum spirostomi,2608987,Segnochrobactrum spirostomi,0,1,N/A,WP_153479663.1,pcuac_only
seinonella peptonophila,112248,Seinonella peptonophila,1,0,WP_073158525.1,N/A,nirK_only
seminibacterium arietis,1173502,Seminibacterium arietis,0,1,N/A,WP_380821075.1,pcuac_only
seohaeicola nanhaiensis,1387282,Seohaeicola nanhaiensis,1,1,WP_465269468.1,WP_380717660.1,both
seohaeicola saemankumensis,481181,Seohaeicola saemankumensis,1,0,WP_230799936.1,N/A,nirK_only
seohaeicola seohaeicola,481178,Seohaeicola;Seohaeicola saemankumensis;Seohaeicola sp.,1,1,WP_375573290.1,WP_375569544.1,both
seohaeicola zhoushanensis,1569283,Seohaeicola zhoushanensis,1,1,WP_189680102.1,WP_189682936.1,both
seongchinamella unica,2547392,Seongchinamella unica,0,1,N/A,WP_133215278.1,pcuac_only
serinibacter arcticus,1655435,Serinibacter arcticus,0,1,N/A,WP_109229185.1,pcuac_only
serinibacter salmoneus,556530,Serinibacter salmoneus,0,1,N/A,WP_098468061.1,pcuac_only
serinicoccus chungangensis,767452,Serinicoccus chungangensis,1,0,WP_058889972.1,N/A,nirK_only
serinicoccus hydrothermalis,1758689,Serinicoccus hydrothermalis,1,0,WP_066639500.1,N/A,nirK_only
serinicoccus kebangsaanensis,2602069,Serinicoccus kebangsaanensis,1,0,WP_151525396.1,N/A,nirK_only
serinicoccus profundi,1043205,Serinicoccus profundi MCCC 1A05965;Serinicoccus profundi,1,0,WP_010146615.1,N/A,nirK_only
serinicoccus shuyuelongi,3378798,Serinicoccus shuyuelongi,0,1,N/A,WP_405039866.1,pcuac_only
serinicoccus sp.,1904970,Serinicoccus sp. CNJ-927,1,0,WP_083652988.1,N/A,nirK_only
serpens gallinarum,2763075,Serpens gallinarum,0,1,N/A,WP_251834761.1,pcuac_only
serpentinimonas barnesii,1458427,Serpentinimonas barnesii,0,1,N/A,WP_076607006.1,pcuac_only
serpentinimonas maccroryi,1458426,Serpentinimonas maccroryi,0,1,N/A,WP_250960331.1,pcuac_only
serpentinimonas raichei,1458425,Serpentinimonas raichei,0,1,N/A,WP_082040046.1,pcuac_only
serpentinimonas sp.,3134933,Serpentinimonas sp. SMBJO2,1,1,WP_476661271.1,WP_476660782.1,both
sheuella amnicola,2707330,Sheuella amnicola,1,1,WP_163655968.1,WP_163651595.1,both
shewanella abyssi,311789,Shewanella abyssi,0,1,N/A,WP_248979383.1,pcuac_only
shewanella acanthi,2864212,Shewanella acanthi,0,1,N/A,WP_220051302.1,pcuac_only
shewanella aegiceratis,2864203,Shewanella aegiceratis,1,1,WP_220072360.1,WP_220073017.1,both
shewanella aestuarii,1028752,Shewanella aestuarii,0,1,N/A,WP_167679527.1,pcuac_only
shewanella algae,38313,Shewanella algae,0,1,N/A,WP_181317044.1,pcuac_only
shewanella algicola,640633,Shewanella algicola,0,1,N/A,WP_188923469.1,pcuac_only
shewanella algidipiscicola,614070,Shewanella algidipiscicola,0,1,N/A,WP_249038146.1,pcuac_only
shewanella alkalitolerans,2864209,Shewanella alkalitolerans,1,1,WP_220043427.1,WP_220044151.1,both
shewanella amazonensis,60478,Shewanella amazonensis;Shewanella amazonensis SB2B,1,1,WP_011760789.1,WP_011761158.1,both
shewanella canadensis,271096,Shewanella canadensis,0,1,N/A,WP_126518101.1,pcuac_only
shewanella chilikensis,558541,Shewanella chilikensis,0,1,N/A,WP_234595810.1,pcuac_only
shewanella colwelliana,23,Shewanella colwelliana,0,1,N/A,WP_269371840.1,pcuac_only
shewanella corallii,560080,Shewanella corallii,0,1,N/A,WP_249249100.1,pcuac_only
shewanella cyperi,2814292,Shewanella cyperi,0,1,N/A,WP_207324646.1,pcuac_only
shewanella decolorationis,256839,Shewanella decolorationis;Shewanella decolorationis S12,0,1,N/A,WP_023268553.1,pcuac_only
shewanella denitrificans,192073,Shewanella denitrificans;Shewanella denitrificans OS217,1,1,WP_011497898.1,WP_011497895.1,both
shewanella donghaensis,238836,Shewanella donghaensis,0,1,N/A,WP_144211268.1,pcuac_only
shewanella electrodiphila,934143,Shewanella electrodiphila,0,1,N/A,WP_248955642.1,pcuac_only
shewanella fidelis,173509,Shewanella fidelis,0,1,N/A,WP_310653750.1,pcuac_only
shewanella gaetbuli,220752,Shewanella gaetbuli,0,1,N/A,WP_248995016.1,pcuac_only
shewanella gelidii,1642821,Shewanella gelidii,0,1,N/A,WP_188919621.1,pcuac_only
shewanella gelidimarina,56813,Shewanella gelidimarina,0,1,N/A,WP_248987221.1,pcuac_only
shewanella glacialimarina,2590884,Shewanella glacialimarina,0,1,N/A,WP_226413336.1,pcuac_only
shewanella halifaxensis,271098,Shewanella halifaxensis,0,1,N/A,WP_108945441.1,pcuac_only
shewanella halotolerans,2864204,Shewanella halotolerans,0,1,N/A,WP_220059821.1,pcuac_only
shewanella hanedai,25,Shewanella hanedai,1,0,WP_144040575.1,N/A,nirK_only
shewanella holmiensis,2952222,Shewanella holmiensis,0,1,N/A,WP_261298734.1,pcuac_only
shewanella insulae,2681496,Shewanella insulae,1,1,WP_281213776.1,WP_239869643.1,both
shewanella intestini,2017544,Shewanella intestini,0,1,N/A,WP_153661697.1,pcuac_only
shewanella inventionis,1738770,Shewanella inventionis,0,1,N/A,WP_188736411.1,pcuac_only
shewanella jiangmenensis,2837387,Shewanella jiangmenensis,0,1,N/A,WP_214506198.1,pcuac_only
shewanella kaireitica,212021,Shewanella kaireitica,0,1,N/A,WP_248973507.1,pcuac_only
shewanella khirikhana,1965282,Shewanella khirikhana,1,0,WP_338589707.1,N/A,nirK_only
shewanella litoralis,2282700,Shewanella litoralis,0,1,N/A,WP_160052653.1,pcuac_only
shewanella litorisediminis,1173586,Shewanella litorisediminis,1,1,WP_203324663.1,WP_203324666.1,both
shewanella loihica,323850,Shewanella loihica PV-4;Shewanella loihica,1,1,WP_011867131.1,WP_011864347.1,both
shewanella marina,487319,Shewanella marina;Shewanella marina JCM 15074,0,1,N/A,WP_306302241.1,pcuac_only
shewanella marinintestina,190305,Shewanella marinintestina,0,1,N/A,WP_249000671.1,pcuac_only
shewanella mesophila,2864208,Shewanella mesophila,0,1,N/A,WP_258405274.1,pcuac_only
shewanella morhuae,365591,Shewanella morhuae,0,1,N/A,WP_076501269.1,pcuac_only
shewanella olleyana,135626,Shewanella olleyana,0,1,N/A,WP_248984255.1,pcuac_only
shewanella oncorhynchi,2726434,Shewanella oncorhynchi,0,1,N/A,WP_432351033.1,pcuac_only
shewanella pealeana,70864,Shewanella pealeana;Shewanella pealeana ATCC 700345,0,1,N/A,WP_012156764.1,pcuac_only
shewanella piezotolerans,225849,Shewanella piezotolerans WP3;Shewanella piezotolerans,0,1,N/A,WP_044555631.1,pcuac_only
shewanella pneumatophori,314092,Shewanella pneumatophori,0,1,N/A,WP_248950620.1,pcuac_only
shewanella profunda,254793,Shewanella profunda,0,1,N/A,WP_248990177.1,pcuac_only
shewanella rhizosphaerae,2864207,Shewanella rhizosphaerae,0,1,N/A,WP_220082452.1,pcuac_only
shewanella sairae,190310,Shewanella sairae,0,1,N/A,WP_220779052.1,pcuac_only
shewanella salipaludis,2723052,Shewanella salipaludis,1,1,WP_169565164.1,WP_169563998.1,both
shewanella saliphila,2282698,Shewanella saliphila,0,1,N/A,WP_188922549.1,pcuac_only
shewanella schlegeliana,190308,Shewanella schlegeliana,0,1,N/A,WP_202721039.1,pcuac_only
shewanella sedimentimangrovi,2814293,Shewanella sedimentimangrovi,0,1,N/A,WP_207380023.1,pcuac_only
shewanella shewanella,22,Shewanella;Shewanella aquimarina;Shewanella sp. Isolate7;Shewanella sp. Isolate8,1,1,WP_239849477.1,WP_071476828.1,both
shewanella sp.,50422,Shewanella sp.,1,1,WP_372871484.1,WP_028779679.1,both
shewanella spartinae,2864205,Shewanella spartinae,0,1,N/A,WP_220079817.1,pcuac_only
shewanella subflava,2986476,Shewanella subflava,0,1,N/A,WP_264724951.1,pcuac_only
shewanella submarina,2016376,Shewanella submarina,0,1,N/A,WP_248936687.1,pcuac_only
shewanella surugensis,212020,Shewanella surugensis,1,0,WP_248940139.1,N/A,nirK_only
shewanella ulleungensis,2282699,Shewanella ulleungensis,0,1,N/A,WP_432385463.1,pcuac_only
shewanella vaxholmensis,3063535,Shewanella vaxholmensis,0,1,N/A,WP_311906838.1,pcuac_only
shewanella woodyi,60961,Shewanella woodyi,1,0,WP_064791956.1,N/A,nirK_only
shewanella xiamenensis,332186,Shewanella xiamenensis,0,1,N/A,WP_037422135.1,pcuac_only
shewanella youngdeokensis,2999068,Shewanella youngdeokensis,0,1,N/A,WP_310472287.1,pcuac_only
shewanella zhangzhouensis,2864213,Shewanella zhangzhouensis,0,1,N/A,WP_220065656.1,pcuac_only
shewanella zhuhaiensis,2919576,Shewanella zhuhaiensis,1,0,WP_240591200.1,N/A,nirK_only
shigella sp.,2116504,Shigella sp. SHS-5,1,1,WP_157948925.1,WP_107405415.1,both
shimazuella alba,2690964,Shimazuella alba,1,0,WP_160801599.1,N/A,nirK_only
shimazuella kribbensis,139808,Shimazuella kribbensis;Shimazuella kribbensis DSM 45090,1,0,WP_028776019.1,N/A,nirK_only
shimia abyssi,1662395,Shimia abyssi,0,1,N/A,WP_106609472.1,pcuac_only
shimia aestuarii,254406,Shimia aestuarii,1,1,WP_242110471.1,WP_456039224.1,both
shimia biformata,1294299,Shimia biformata,0,1,N/A,WP_204113739.1,pcuac_only
shimia fortis,3136160,Shimia fortis,0,1,N/A,WP_349980191.1,pcuac_only
shimia gijangensis,1470563,Shimia gijangensis,0,1,N/A,WP_073251377.1,pcuac_only
shimia haliotis,1280847,Shimia haliotis,0,1,N/A,WP_093324337.1,pcuac_only
shimia isoporae,647720,Shimia isoporae,0,1,N/A,WP_132861942.1,pcuac_only
shimia litoralis,420403,Shimia litoralis,1,1,WP_425471451.1,WP_138015232.1,both
shimia marina,321267,Shimia marina,0,1,N/A,WP_058241344.1,pcuac_only
shimia ponticola,2582893,Shimia ponticola,0,1,N/A,WP_255449711.1,pcuac_only
shimia sagamensis,1566352,Shimia sagamensis,0,1,N/A,WP_283426482.1,pcuac_only
shimia sediminis,2497945,Shimia sediminis,0,1,N/A,WP_127114952.1,pcuac_only
shimia sp.,2821113,Shimia sp. R9_3,1,1,WP_209077684.1,WP_484361447.1,both
shimia thalassica,1715693,Shimia thalassica,1,1,WP_305511626.1,WP_215970645.1,both
shinella curvata,1817964,Shinella curvata,1,1,WP_244762825.1,WP_244760274.1,both
shinella daejeonensis,659017,Shinella daejeonensis,1,1,WP_254689870.1,WP_254692543.1,both
shinella fusca,544480,Shinella fusca,1,1,WP_210308662.1,WP_184141294.1,both
shinella granuli,323621,Shinella granuli,1,1,WP_133033692.1,WP_133037179.1,both
shinella kummerowiae,417745,Shinella kummerowiae,1,1,WP_160862031.1,WP_160861465.1,both
shinella pollutisoli,2250594,Shinella pollutisoli,1,1,WP_257316150.1,WP_257315102.1,both
shinella sedimenti,2919913,Shinella sedimenti,0,1,N/A,WP_241597535.1,pcuac_only
shinella shinella,323620,Shinella;Shinella yambaruensis;Shinella sp.;Shinella sp. YE25;Shinella sp. WSC3-e;Shinella sp. WSD5-1,1,1,WP_272806724.1,WP_023517227.1,both
shinella sp.,3446075,Shinella sp. Sh6,1,1,WP_464800865.1,WP_241947000.1,both
shinella sumterensis,1967501,Shinella sumterensis,1,0,WP_440983189.1,N/A,nirK_only
shinella yambaruensis,415996,Shinella yambaruensis,1,0,WP_244769807.1,N/A,nirK_only
shinella zoogloeoides,352475,Shinella zoogloeoides,1,0,WP_313192124.1,N/A,nirK_only
shumkonia mesophila,2838854,Shumkonia mesophila,1,1,WP_316979251.1,WP_316975791.1,both
siccirubricoccus deserti,2013562,Siccirubricoccus deserti,0,1,N/A,WP_186771522.1,pcuac_only
siccirubricoccus phaeus,2595053,Siccirubricoccus phaeus,0,1,N/A,WP_187830043.1,pcuac_only
siccirubricoccus soli,2899147,Siccirubricoccus soli,0,1,N/A,WP_252951270.1,pcuac_only
siccirubricoccus sp.,2849651,Siccirubricoccus sp. G192,0,1,N/A,WP_217378424.1,pcuac_only
siculibacillus lacustris,1549641,Siculibacillus lacustris,1,1,WP_131311294.1,WP_131309749.1,both
sideroxyarcus emersonii,2764705,Sideroxyarcus emersonii,1,1,WP_237248144.1,WP_237248054.1,both
sideroxyarcus sp.,3446361,Sideroxyarcus sp. TK5,0,1,N/A,WP_459723767.1,pcuac_only
sideroxydans lithotrophicus,63745,Sideroxydans lithotrophicus;Sideroxydans lithotrophicus ES-1,0,1,N/A,WP_013028870.1,pcuac_only
sideroxydans sp.,2600596,Sideroxydans sp. CL21,1,1,WP_283744356.1,WP_461542835.1,both
silanimonas algicola,2029864,Silanimonas algicola,0,1,N/A,WP_461059309.1,pcuac_only
silanimonas lenta,265429,Silanimonas lenta,0,1,N/A,WP_334130809.1,pcuac_only
silanimonas sp.,1929290,Silanimonas sp.,0,1,N/A,WP_488610910.1,pcuac_only
silicimonas algicola,1826607,Silicimonas algicola,1,1,WP_206508355.1,WP_109759083.1,both
silicimonas lutimaris,3384793,Silicimonas lutimaris,0,1,N/A,WP_413717207.1,pcuac_only
silvimonas amylolytica,449663,Silvimonas amylolytica,0,1,N/A,WP_188687620.1,pcuac_only
silvimonas iriomotensis,449662,Silvimonas iriomotensis,0,1,N/A,WP_188702811.1,pcuac_only
silvimonas soli,2980100,Silvimonas soli,0,1,N/A,WP_283149568.1,pcuac_only
silvimonas sp.,2650811,Silvimonas sp.,0,1,N/A,WP_309328617.1,pcuac_only
silvimonas terrae,300266,Silvimonas terrae,1,1,WP_246428769.1,WP_184098613.1,both
simiduia aestuariiviva,1510459,Simiduia aestuariiviva,0,1,N/A,WP_183911018.1,pcuac_only
simiduia agarivorans,447471,Simiduia agarivorans;Simiduia agarivorans SA1 = DSM 21679,0,1,N/A,WP_015047251.1,pcuac_only
simiduia curdlanivorans,1492769,Simiduia curdlanivorans,0,1,N/A,WP_290260651.1,pcuac_only
simiduia litorea,1435348,Simiduia litorea,0,1,N/A,WP_460997331.1,pcuac_only
simiduia sp.,2909669,Simiduia sp. 21SJ11W-1,0,1,N/A,WP_253357666.1,pcuac_only
simkania negevensis,83561,Simkania negevensis;Simkania negevensis Z,1,0,WP_013935044.1,N/A,nirK_only
simonsiella muelleri,72,Simonsiella muelleri,1,1,WP_277074327.1,WP_002641845.1,both
simplicispira lacusdiani,2213010,Simplicispira lacusdiani,1,1,WP_119965628.1,WP_119967342.1,both
simplicispira metamorpha,80881,Simplicispira metamorpha,0,1,N/A,WP_119012357.1,pcuac_only
simplicispira psychrophila,80882,Simplicispira psychrophila;Simplicispira psychrophila DSM 11588,0,1,N/A,WP_027996652.1,pcuac_only
simplicispira sedimenti,2919500,Simplicispira sedimenti,1,0,WP_243021791.1,N/A,nirK_only
simplicispira simplicispira,352450,Simplicispira;Simplicispira piscis;Simplicispira sp. 110;Simplicispira sp. 125,1,1,WP_116005334.1,WP_116004971.1,both
simplicispira sp.,2015802,Simplicispira sp.,0,1,N/A,WP_288043290.1,pcuac_only
simplicispira suum,2109915,Simplicispira suum,1,1,WP_273361982.1,WP_106445769.1,both
sinimarinibacterium arenosum,2562283,Sinimarinibacterium arenosum,1,1,WP_136849816.1,WP_136848549.1,both
sinimarinibacterium flocculans,985250,Sinimarinibacterium flocculans,0,1,N/A,WP_110263567.1,pcuac_only
sinimarinibacterium sp.,2698684,Sinimarinibacterium sp. NLF-5-8,1,0,WP_202922376.1,N/A,nirK_only
sinisalibacter aestuarii,2949426,Sinisalibacter aestuarii,0,1,N/A,WP_281842933.1,pcuac_only
sinisalibacter lacisalsi,1526570,Sinisalibacter lacisalsi,1,1,WP_188526761.1,WP_188527915.1,both
sinobacterium caligoides,933926,Sinobacterium caligoides,0,1,N/A,WP_123712304.1,pcuac_only
sinobacterium norvegicum,1641715,Sinobacterium norvegicum,0,1,N/A,WP_237444101.1,pcuac_only
sinomicrobium kalidii,2900738,Sinomicrobium kalidii,1,0,WP_233027981.1,N/A,nirK_only
sinomonas atrocyanea,37927,Sinomonas atrocyanea,1,1,WP_188782135.1,WP_433875933.1,both
sinomonas cellulolyticus,2801916,Sinomonas cellulolyticus,1,1,WP_189694621.1,WP_229866455.1,both
