accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_476145486.1,PCuAC,132,3458762,Methylophilus sp. DMC14,methylophilus sp. dmc14,0,TRUE,longest_validated_sequence
WP_476154131.1,PCuAC,132,3458764,Methylophilus sp. DMC16,methylophilus sp. dmc16,0,TRUE,longest_validated_sequence
WP_476155582.1,PCuAC,132,3458766,Pinisolibacter sp. DMC19,pinisolibacter sp. dmc19,0,TRUE,longest_validated_sequence
WP_476157810.1,PCuAC,138,1033846;262076;2742,Marinobacter;Marinobacter flavimaris;Marinobacter adhaerens,marinobacter flavimaris,1,FALSE,
WP_476176152.1,PCuAC,134,3162530,Methyloraptor flagellatus,methyloraptor flagellatus,1,FALSE,
WP_476181431.1,PCuAC,136,1920512,Oharaeibacter diazotrophicus,oharaeibacter diazotrophicus,1,FALSE,
WP_476183954.1,PCuAC,131,266009,Methylovorus glucosotrophus,methylovorus glucosotrophus,1,FALSE,
WP_476203811.1,PCuAC,138,3688098,Rhizobium sp. USDA 4016,rhizobium sp. usda 4016,0,TRUE,longest_validated_sequence
WP_476216241.1,PCuAC,138,3688105,Rhizobium sp. USDA 3886,rhizobium sp. usda 3886,0,TRUE,longest_validated_sequence
WP_476226978.1,PCuAC,125,3458759,Sphingomonas sp. DMC8,sphingomonas sp. dmc8,0,TRUE,longest_validated_sequence
WP_476235025.1,PCuAC,125,3458758,Sphingomonas sp. DMC6,sphingomonas sp. dmc6,0,TRUE,longest_validated_sequence
WP_476257814.1,PCuAC,131,3688108,Pseudomonas sp. TE3895,pseudomonas sp. te3895,0,TRUE,longest_validated_sequence
WP_476259933.1,PCuAC,131,1306993,Pseudomonas soli,pseudomonas soli,1,TRUE,longest_validated_sequence
WP_476263203.1,PCuAC,131,519452,Pseudidiomarina donghaiensis,pseudidiomarina donghaiensis,1,FALSE,
WP_476272175.1,PCuAC,133,192812,Qipengyuania flava,qipengyuania flava,1,TRUE,longest_validated_sequence
WP_476277696.1,PCuAC,140,306,Pseudomonas sp.,pseudomonas sp.,0,FALSE,
WP_476293189.1,PCuAC,142,77097,Vreelandella aquamarina,vreelandella aquamarina,1,FALSE,
WP_476294741.1,PCuAC,130,3695674,Pseudomonas sp. GYB4201,pseudomonas sp. gyb4201,0,TRUE,longest_validated_sequence
WP_476310871.1,PCuAC,134,2565368,Pseudomonas atacamensis,pseudomonas atacamensis,1,FALSE,
WP_476316374.1,PCuAC,140,3695553,Pseudomonas sp. C7.1,pseudomonas sp. c7.1,0,TRUE,longest_validated_sequence
WP_476330267.1,PCuAC,141,3458769,Xanthobacter sp. DMC47,xanthobacter sp. dmc47,0,TRUE,longest_validated_sequence
WP_476340732.1,PCuAC,131,3695793,Pseudomonas sp. JE3303,pseudomonas sp. je3303,0,TRUE,longest_validated_sequence
WP_476344347.1,PCuAC,136,2984199,Vogesella margarita,vogesella margarita,1,FALSE,
WP_476347316.1,PCuAC,133,3458757,Pseudacidovorax sp. DMC4,pseudacidovorax sp. dmc4,0,TRUE,longest_validated_sequence
WP_476348102.1,PCuAC,136,2984199,Vogesella margarita,vogesella margarita,1,FALSE,
WP_476383565.1,PCuAC,137,3470759,Allorhizobium sp. nf9_anc,allorhizobium sp. nf9_anc,0,TRUE,longest_validated_sequence
WP_476405479.1,PCuAC,136,47421,Hydrogenophaga pseudoflava,hydrogenophaga pseudoflava,1,FALSE,
WP_476459315.1,PCuAC,133,2951809,Pseudomonas mercuritolerans,pseudomonas mercuritolerans,1,FALSE,
WP_476477738.1,PCuAC,141,3696311,Stutzerimonas sp. 21-1,stutzerimonas sp. 21-1,0,TRUE,longest_validated_sequence
WP_476491787.1,PCuAC,129,360411,Bellilinea caldifistulae,bellilinea caldifistulae,1,FALSE,
WP_476493244.1,PCuAC,127,167964,Anaerolinea thermophila,anaerolinea thermophila,1,FALSE,
WP_476495594.1,PCuAC,129,360411,Bellilinea caldifistulae,bellilinea caldifistulae,1,FALSE,
WP_476585154.1,PCuAC,137,2928157,Devosia sp. Micro-HW1,devosia sp. micro-hw1,0,TRUE,longest_validated_sequence
WP_476630221.1,PCuAC,126,1955249,Meiothermus sp.,meiothermus sp.,0,FALSE,
WP_476633744.1,PCuAC,126,884155,Meiothermus hypogaeus,meiothermus hypogaeus,1,FALSE,
WP_476705230.1,PCuAC,140,287,Pseudomonas aeruginosa,pseudomonas aeruginosa,1,FALSE,
WP_476713666.1,PCuAC,128,40324,Stenotrophomonas maltophilia,stenotrophomonas maltophilia,1,FALSE,
WP_476720698.1,PCuAC,132,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_476748866.1,PCuAC,144,382,Sinorhizobium meliloti,sinorhizobium meliloti,1,FALSE,
WP_476764138.1,PCuAC,144,3232973,Agrobacterium sp. 10T48,agrobacterium sp. 10t48,0,TRUE,longest_validated_sequence
WP_476781741.1,PCuAC,141,2644704;3232577;3232598;3232610;3232619,unclassified Aminobacter;Aminobacter sp. P4_D5;Aminobacter sp. P4_F7;Aminobacter sp. P4_G8;Aminobacter sp. P4_H6_2,unclassified aminobacter,1,FALSE,
WP_476793005.1,PCuAC,138,3238602,Allobosea sp. P2_B12,allobosea sp. p2_b12,0,TRUE,longest_validated_sequence
WP_476802812.1,PCuAC,141,2644704;3232751;3232757,unclassified Aminobacter;Aminobacter sp. 01T427;Aminobacter sp. 01T433,unclassified aminobacter,1,FALSE,
WP_476821547.1,PCuAC,141,3238601,Allobosea sp. P2_A10,allobosea sp. p2_a10,0,TRUE,longest_validated_sequence
WP_476823834.1,PCuAC,137,3238599,Allobosea sp. P1_A7,allobosea sp. p1_a7,0,TRUE,longest_validated_sequence
WP_476839287.1,PCuAC,140,3232614,Alsobacter sp. P4_H11,alsobacter sp. p4_h11,0,TRUE,longest_validated_sequence
WP_476845599.1,PCuAC,137,3238600,Allobosea sp. P1_B10,allobosea sp. p1_b10,0,TRUE,longest_validated_sequence
WP_476933651.1,PCuAC,134,3232613,Asticcacaulis sp. P4_H10,asticcacaulis sp. p4_h10,0,TRUE,longest_validated_sequence
WP_476959056.1,PCuAC,135,3232560,Azospirillum sp. P4_B5,azospirillum sp. p4_b5,0,TRUE,longest_validated_sequence
WP_476960264.1,PCuAC,129,3232560,Azospirillum sp. P4_B5,azospirillum sp. p4_b5,0,FALSE,
WP_476977021.1,PCuAC,137,3232471,Asticcacaulis sp. P2_C5,asticcacaulis sp. p2_c5,0,TRUE,longest_validated_sequence
WP_477020849.1,PCuAC,136,3232703,Brevundimonas sp. 01N35,brevundimonas sp. 01n35,0,TRUE,longest_validated_sequence
WP_477106990.1,PCuAC,131,3232695,Cupriavidus sp. 01L43,cupriavidus sp. 01l43,0,TRUE,longest_validated_sequence
WP_477122387.1,PCuAC,129,3232743,Cupriavidus sp. 01T418,cupriavidus sp. 01t418,0,TRUE,longest_validated_sequence
WP_477146911.1,PCuAC,131,3232860,Cupriavidus sp. 05T42,cupriavidus sp. 05t42,0,TRUE,longest_validated_sequence
WP_477148412.1,PCuAC,147,3232507,Devosia sp. P2_G7,devosia sp. p2_g7,0,TRUE,longest_validated_sequence
WP_477156069.1,PCuAC,147,3232532,Devosia sp. P3_B2,devosia sp. p3_b2,0,TRUE,longest_validated_sequence
WP_477173055.1,PCuAC,147,3232448,Devosia sp. P1_H9,devosia sp. p1_h9,0,TRUE,longest_validated_sequence
WP_477193085.1,PCuAC,146,3232746,Hyphomicrobium sp. 01T421,hyphomicrobium sp. 01t421,0,TRUE,longest_validated_sequence
WP_477206301.1,PCuAC,130,3232522,Ideonella sp. P3_A4,ideonella sp. p3_a4,0,TRUE,longest_validated_sequence
WP_477212991.1,PCuAC,130,3232533,Ideonella sp. P3_B3,ideonella sp. p3_b3,0,TRUE,longest_validated_sequence
WP_477220206.1,PCuAC,140,3232526;3232527;325217,unclassified Mesorhizobium;Mesorhizobium sp. P3_A8;Mesorhizobium sp. P3_A9,unclassified mesorhizobium,1,FALSE,
WP_477233326.1,PCuAC,140,3232521,Mesorhizobium sp. P3_A2,mesorhizobium sp. p3_a2,0,TRUE,longest_validated_sequence
WP_477248685.1,PCuAC,140,3232484,Mesorhizobium sp. P2_E10,mesorhizobium sp. p2_e10,0,TRUE,longest_validated_sequence
WP_477250612.1,PCuAC,131,3232707,Massilia sp. 01N410,massilia sp. 01n410,0,TRUE,longest_validated_sequence
WP_477250961.1,PCuAC,142,3232549,Microvirga sp. P4_A5,microvirga sp. p4_a5,0,TRUE,longest_validated_sequence
WP_477266815.1,PCuAC,140,3232495;3232496;325217,unclassified Mesorhizobium;Mesorhizobium sp. P2_F4;Mesorhizobium sp. P2_F5,unclassified mesorhizobium,1,FALSE,
WP_477271253.1,PCuAC,140,3232485;3232518;325217,unclassified Mesorhizobium;Mesorhizobium sp. P2_E12;Mesorhizobium sp. P2_H9,unclassified mesorhizobium,1,FALSE,
WP_477278038.1,PCuAC,139,3232456;3699289;68287,Mesorhizobium;Mesorhizobium sp. P2_A8;Mesorhizobium sp. DC-1.1,mesorhizobium sp. p2_a8,0,TRUE,longest_validated_sequence
WP_477285569.1,PCuAC,140,3232450,Mesorhizobium sp. P2_A12,mesorhizobium sp. p2_a12,0,TRUE,longest_validated_sequence
WP_477287588.1,PCuAC,140,3232460;3232465;3232467;325217,unclassified Mesorhizobium;Mesorhizobium sp. P2_B11;Mesorhizobium sp. P2_B7;Mesorhizobium sp. P2_B9,unclassified mesorhizobium,1,FALSE,
WP_477309817.1,PCuAC,140,3232369;3232498;325217,unclassified Mesorhizobium;Mesorhizobium sp. P1_A12;Mesorhizobium sp. P2_F7,unclassified mesorhizobium,1,FALSE,
WP_477318666.1,PCuAC,124,3232386,Massilia sp. P1_C10,massilia sp. p1_c10,0,TRUE,longest_validated_sequence
WP_477318915.1,PCuAC,140,3232470,Mesorhizobium sp. P2_C4,mesorhizobium sp. p2_c4,0,TRUE,longest_validated_sequence
WP_477325820.1,PCuAC,140,3232535,Mesorhizobium sp. P3_B5,mesorhizobium sp. p3_b5,0,TRUE,longest_validated_sequence
WP_477327114.1,PCuAC,131,3232823,Massilia sp. 05N420,massilia sp. 05n420,0,TRUE,longest_validated_sequence
WP_477336332.1,PCuAC,137,3232472,Mesorhizobium sp. P2_C5_2,mesorhizobium sp. p2_c5_2,0,TRUE,longest_validated_sequence
WP_477343853.1,PCuAC,140,3232480,Mesorhizobium sp. P2_D6,mesorhizobium sp. p2_d6,0,TRUE,longest_validated_sequence
WP_477368459.1,PCuAC,131,3232710,Massilia sp. 01N417,massilia sp. 01n417,0,TRUE,longest_validated_sequence
WP_477373675.1,PCuAC,140,3232519,Mesorhizobium sp. P3_A10,mesorhizobium sp. p3_a10,0,TRUE,longest_validated_sequence
WP_477397550.1,PCuAC,139,3232476,Mesorhizobium sp. P2_D1,mesorhizobium sp. p2_d1,0,TRUE,longest_validated_sequence
WP_477407958.1,PCuAC,140,3232491,Mesorhizobium sp. P2_E7,mesorhizobium sp. p2_e7,0,TRUE,longest_validated_sequence
WP_477446084.1,PCuAC,140,3232493,Mesorhizobium sp. P2_E9,mesorhizobium sp. p2_e9,0,TRUE,longest_validated_sequence
WP_477477382.1,PCuAC,139,3232926,Mycoplana sp. 10N416,mycoplana sp. 10n416,0,TRUE,longest_validated_sequence
WP_477485693.1,PCuAC,142,3232810,Neorhizobium sp. 05N33,neorhizobium sp. 05n33,0,TRUE,longest_validated_sequence
WP_477564941.1,PCuAC,141,3232413,Pararhizobium sp. P1_E7,pararhizobium sp. p1_e7,0,TRUE,longest_validated_sequence
WP_477690715.1,PCuAC,134,3232719,Phyllobacterium sp. 01N428,phyllobacterium sp. 01n428,0,TRUE,longest_validated_sequence
WP_477718727.1,PCuAC,133,2638319;3232596;3232612,unclassified Polaromonas;Polaromonas sp. P4_F4;Polaromonas sp. P4_H1,unclassified polaromonas,1,TRUE,longest_validated_sequence
WP_477731372.1,PCuAC,133,3232600,Polaromonas sp. P4_F9,polaromonas sp. p4_f9,0,TRUE,longest_validated_sequence
WP_477816730.1,PCuAC,139,3232742,Rhizobium sp. 01T417,rhizobium sp. 01t417,0,TRUE,longest_validated_sequence
WP_477819226.1,PCuAC,142,2613769;3232760;3232761,unclassified Rhizobium;Rhizobium sp. 01T436;Rhizobium sp. 01T437,unclassified rhizobium,1,FALSE,
WP_477825590.1,PCuAC,139,2640088;3232512;3232513,unclassified Rhizobacter;Rhizobacter sp. P2_H2;Rhizobacter sp. P2_H3,unclassified rhizobacter,1,FALSE,
WP_477834637.1,PCuAC,142,3232690,Rhizobium sp. 01L419,rhizobium sp. 01l419,0,TRUE,longest_validated_sequence
WP_477838647.1,PCuAC,139,3232433,Rhizobacter sp. P1_G5,rhizobacter sp. p1_g5,0,TRUE,longest_validated_sequence
WP_477853230.1,PCuAC,142,3232799,Rhizobium sp. 05L429,rhizobium sp. 05l429,0,TRUE,longest_validated_sequence
WP_477863069.1,PCuAC,139,2613769;3232791;3232967,unclassified Rhizobium;Rhizobium sp. 05L419;Rhizobium sp. 10T428,unclassified rhizobium,1,FALSE,
WP_477870434.1,PCuAC,139,2640088;3232531;3232539,unclassified Rhizobacter;Rhizobacter sp. P3_B12;Rhizobacter sp. P3_C12,unclassified rhizobacter,1,FALSE,
WP_477880668.1,PCuAC,139,3232925,Rhizobium sp. 10N414,rhizobium sp. 10n414,0,TRUE,longest_validated_sequence
WP_477886061.1,PCuAC,130,3232620,Ramlibacter sp. P4_H7,ramlibacter sp. p4_h7,0,TRUE,longest_validated_sequence
WP_477890296.1,PCuAC,130,3232420,Rhodoferax sp. P1_F3,rhodoferax sp. p1_f3,0,TRUE,longest_validated_sequence
WP_477904766.1,PCuAC,142,3232505,Rhizobacter sp. P2_G4,rhizobacter sp. p2_g4,0,TRUE,longest_validated_sequence
WP_477914742.1,PCuAC,141,3232457,Rhizobacter sp. P2_A9,rhizobacter sp. p2_a9,0,TRUE,longest_validated_sequence
WP_477920683.1,PCuAC,142,3232769,Rhizobium sp. 01T444,rhizobium sp. 01t444,0,TRUE,longest_validated_sequence
WP_477939251.1,PCuAC,139,3232412,Rhizobium sp. P1_E6,rhizobium sp. p1_e6,0,TRUE,longest_validated_sequence
WP_477943001.1,PCuAC,137,3232716,Rhizobium sp. 01N424,rhizobium sp. 01n424,0,TRUE,longest_validated_sequence
WP_477946837.1,PCuAC,137,3232683,Rhizobium sp. 01L410,rhizobium sp. 01l410,0,TRUE,longest_validated_sequence
WP_477954351.1,PCuAC,138,3232727,Rhizobium sp. 01N447_2,rhizobium sp. 01n447_2,0,TRUE,longest_validated_sequence
WP_477961413.1,PCuAC,139,3232478,Rhizobacter sp. P2_D12,rhizobacter sp. p2_d12,0,TRUE,longest_validated_sequence
WP_477969077.1,PCuAC,137,3232831,Rhizobium sp. 05N430,rhizobium sp. 05n430,0,TRUE,longest_validated_sequence
WP_477969915.1,PCuAC,139,2613769;3232394;3232402,unclassified Rhizobium;Rhizobium sp. P1_C7;Rhizobium sp. P1_D5,unclassified rhizobium,1,FALSE,
WP_477994602.1,PCuAC,142,3232840,Rhizobium sp. 05N49,rhizobium sp. 05n49,0,TRUE,longest_validated_sequence
WP_478024272.1,PCuAC,125,3232825,Stenotrophomonas sp. 05N423,stenotrophomonas sp. 05n423,0,TRUE,longest_validated_sequence
WP_478047803.1,PCuAC,128,3232814,Stenotrophomonas sp. 05N37,stenotrophomonas sp. 05n37,0,FALSE,
WP_478048072.1,PCuAC,138,3232814,Stenotrophomonas sp. 05N37,stenotrophomonas sp. 05n37,0,TRUE,longest_validated_sequence
WP_478049630.1,PCuAC,138,3232785,Stenotrophomonas sp. 05L413,stenotrophomonas sp. 05l413,0,TRUE,longest_validated_sequence
WP_478067219.1,PCuAC,126,3469995,Stenotrophomonas sp. Steno-C17,stenotrophomonas sp. steno-c17,0,TRUE,longest_validated_sequence
WP_478071498.1,PCuAC,137,3232920,Stenotrophomonas sp. 10N36,stenotrophomonas sp. 10n36,0,TRUE,longest_validated_sequence
WP_478075977.1,PCuAC,125,3469990,Stenotrophomonas sp. Steno-Z2,stenotrophomonas sp. steno-z2,0,TRUE,longest_validated_sequence
WP_478077764.1,PCuAC,128,3469993,Stenotrophomonas sp. Steno-Z1,stenotrophomonas sp. steno-z1,0,TRUE,longest_validated_sequence
WP_478117337.1,PCuAC,138,3232601,Tardiphaga sp. P4_G1,tardiphaga sp. p4_g1,0,TRUE,longest_validated_sequence
WP_478206092.1,PCuAC,133,666,Vibrio cholerae,vibrio cholerae,1,FALSE,
WP_478272918.1,PCuAC,143,3466038,Bradyrhizobium sp. USDA3010,bradyrhizobium sp. usda3010,0,TRUE,longest_validated_sequence
WP_478342146.1,PCuAC,143,3453708,Methylobacterium sp. HJ2,methylobacterium sp. hj2,0,TRUE,longest_validated_sequence
WP_478350992.1,PCuAC,139,1300283,Mesorhizobium waitakense,mesorhizobium waitakense,1,TRUE,longest_validated_sequence
WP_478363002.1,PCuAC,140,1903171,Nitratireductor lacus,nitratireductor lacus,1,TRUE,longest_validated_sequence
WP_478376707.1,PCuAC,140,287,Pseudomonas aeruginosa,pseudomonas aeruginosa,1,FALSE,
WP_478408502.1,PCuAC,128,86189,Stenotrophomonas hibiscicola,stenotrophomonas hibiscicola,1,FALSE,
WP_478413406.1,PCuAC,128,86188,Stenotrophomonas geniculata,stenotrophomonas geniculata,1,FALSE,
WP_478415766.1,PCuAC,128,86188,Stenotrophomonas geniculata,stenotrophomonas geniculata,1,FALSE,
WP_478417974.1,PCuAC,128,86188,Stenotrophomonas geniculata,stenotrophomonas geniculata,1,FALSE,
WP_478421813.1,PCuAC,138,3466774,Sphingomonas sp. Y1A,sphingomonas sp. y1a,0,TRUE,longest_validated_sequence
WP_478427945.1,PCuAC,128,86189,Stenotrophomonas hibiscicola,stenotrophomonas hibiscicola,1,FALSE,
WP_478429081.1,PCuAC,128,86189,Stenotrophomonas hibiscicola,stenotrophomonas hibiscicola,1,FALSE,
WP_478431612.1,PCuAC,128,2871169,Stenotrophomonas forensis,stenotrophomonas forensis,1,FALSE,
WP_478431629.1,PCuAC,128,2871169,Stenotrophomonas forensis,stenotrophomonas forensis,1,FALSE,
WP_478433169.1,PCuAC,128,1292134,Stenotrophomonas africana,stenotrophomonas africana,1,TRUE,longest_validated_sequence
WP_478438052.1,PCuAC,128,86189,Stenotrophomonas hibiscicola,stenotrophomonas hibiscicola,1,FALSE,
WP_478443321.1,PCuAC,128,487698,Stenotrophomonas pavanii,stenotrophomonas pavanii,1,FALSE,
WP_478465678.1,PCuAC,128,3447193,Stenotrophomonas sp. 62841_Sma,stenotrophomonas sp. 62841_sma,0,TRUE,longest_validated_sequence
WP_478469419.1,PCuAC,128,3447184;3447204;40323;40324,Stenotrophomonas;Stenotrophomonas maltophilia;Stenotrophomonas sp. 220_Sma;Stenotrophomonas sp. 86428_Sma,stenotrophomonas maltophilia,1,FALSE,
WP_478484252.1,PCuAC,128,2860290,Stenotrophomonas sepilia,stenotrophomonas sepilia,1,FALSE,
WP_478489317.1,PCuAC,128,2860290,Stenotrophomonas sepilia,stenotrophomonas sepilia,1,FALSE,
WP_478717138.1,PCuAC,128,3685031,Streptomyces sp. NPDC043818,streptomyces sp. npdc043818,0,TRUE,longest_validated_sequence
WP_479256654.1,PCuAC,133,136468,Vibrio lentus,vibrio lentus,1,FALSE,
WP_479285279.1,PCuAC,141,3085821,Achromobacter sp. ISS7,achromobacter sp. iss7,0,TRUE,longest_validated_sequence
WP_479292403.1,PCuAC,132,3381293,Vibrio sp. CB1-5,vibrio sp. cb1-5,0,TRUE,longest_validated_sequence
WP_479294941.1,PCuAC,133,29497,Vibrio splendidus,vibrio splendidus,1,FALSE,
WP_479304555.1,PCuAC,133,29497,Vibrio splendidus,vibrio splendidus,1,FALSE,
WP_479307020.1,PCuAC,133,29497,Vibrio splendidus,vibrio splendidus,1,FALSE,
WP_479369359.1,PCuAC,126,313370,Aquifex sp.,aquifex sp.,0,FALSE,
WP_479382286.1,PCuAC,138,314275,Alteromonas mediterranea,alteromonas mediterranea,1,TRUE,longest_validated_sequence
WP_479412507.1,PCuAC,134,3117011,Celeribacter sp. SCSIO 80838,celeribacter sp. scsio 80838,0,TRUE,longest_validated_sequence
WP_479482471.1,PCuAC,135,195913,Loktanella salsilacus,loktanella salsilacus,1,FALSE,
WP_479495077.1,PCuAC,137,2213002,Oceanicella sp.,oceanicella sp.,0,TRUE,longest_validated_sequence
WP_479536458.1,PCuAC,133,2647679;3085843;3085844;3085845;3085846;3085847;3085848;3085849;3085850;3085851;3085852;3085854;3085855;3085856;3085858,unclassified Plesiomonas;Plesiomonas sp. ISS10;Plesiomonas sp. ISS11;Plesiomonas sp. ISS12;Plesiomonas sp. ISS13;Plesiomonas sp. ISS21;Plesiomonas sp. ISS22;Plesiomonas sp. ISS23;Plesiomonas sp. ISS24;Plesiomonas sp. ISS25;Plesiomonas sp. ISS26;Plesiomonas sp. ISS28;Plesiomonas sp. ISS29;Plesiomonas sp. ISS30;Plesiomonas sp. ISS32,unclassified plesiomonas,1,TRUE,longest_validated_sequence
WP_479537436.1,PCuAC,113,3101071,Profundibacter sp.,profundibacter sp.,0,FALSE,
WP_479550265.1,PCuAC,140,3479203,Pseudomonas sp. C9D1,pseudomonas sp. c9d1,0,TRUE,longest_validated_sequence
WP_479564168.1,PCuAC,137,2937885,Rhizobium sp. K33,rhizobium sp. k33,0,TRUE,longest_validated_sequence
WP_479599990.1,PCuAC,130,3695030,Rhodoferax sp. ZS1R25,rhodoferax sp. zs1r25,0,TRUE,longest_validated_sequence
WP_479607310.1,PCuAC,135,74031,Roseovarius tolerans,roseovarius tolerans,1,FALSE,
WP_479621832.1,PCuAC,131,3695029,Rhodoferax sp. XS2R6,rhodoferax sp. xs2r6,0,TRUE,longest_validated_sequence
WP_479642420.1,PCuAC,127,3479204,Stenotrophomonas sp. C9D9,stenotrophomonas sp. c9d9,0,TRUE,longest_validated_sequence
WP_479649703.1,PCuAC,133,2017437,Thiolapillus sp.,thiolapillus sp.,0,FALSE,
WP_479712352.1,PCuAC,136,2820511,Aestuarium sp.,aestuarium sp.,0,TRUE,longest_validated_sequence
WP_479725258.1,PCuAC,134,2984194,Pseudaquabacterium rugosum,pseudaquabacterium rugosum,1,TRUE,longest_validated_sequence
WP_479883354.1,PCuAC,143,255457,Brucella lupini,brucella lupini,1,FALSE,
WP_479910745.1,PCuAC,131,3351343,Caulobacter sp. HJHS_5,caulobacter sp. hjhs_5,0,TRUE,longest_validated_sequence
WP_479943918.1,PCuAC,132,106590,Cupriavidus necator,cupriavidus necator,1,FALSE,
WP_480210334.1,PCuAC,157,484,Neisseria flavescens,neisseria flavescens,1,FALSE,
WP_480211019.1,PCuAC,157,484,Neisseria flavescens,neisseria flavescens,1,FALSE,
WP_480220509.1,PCuAC,132,3475978,Methylobacillus sp. DLP286,methylobacillus sp. dlp286,0,TRUE,longest_validated_sequence
WP_480234335.1,PCuAC,143,3464717,Methylobacterium sp. BI1,methylobacterium sp. bi1,0,TRUE,longest_validated_sequence
WP_480257554.1,PCuAC,137,3694919,Paenirhodobacter sp. YD-8,paenirhodobacter sp. yd-8,0,TRUE,longest_validated_sequence
WP_480272039.1,PCuAC,133,3570123,Nocardia sp. TBRC8007,nocardia sp. tbrc8007,0,TRUE,longest_validated_sequence
WP_480296838.1,PCuAC,130,3683138,Parashewanella sp. 2304DJ23-3,parashewanella sp. 2304dj23-3,0,TRUE,longest_validated_sequence
WP_480300106.1,PCuAC,126,3683137,Parashewanella sp. 2210YD4-3,parashewanella sp. 2210yd4-3,0,TRUE,longest_validated_sequence
WP_480316148.1,PCuAC,141,3698103,Piscinibacter sp. PDB1-1,piscinibacter sp. pdb1-1,0,TRUE,longest_validated_sequence
WP_480328226.1,PCuAC,143,3698104,Piscinibacter sp. PDB5-1,piscinibacter sp. pdb5-1,0,TRUE,longest_validated_sequence
WP_480363351.1,PCuAC,130,3697027,Pseudoalteromonas sp. NFXS53,pseudoalteromonas sp. nfxs53,0,TRUE,longest_validated_sequence
WP_480428439.1,PCuAC,137,3437410,Ruegeria sp. AA6,ruegeria sp. aa6,0,TRUE,longest_validated_sequence
WP_480447537.1,PCuAC,137,2625375;3437401;3437403;3437484,unclassified Ruegeria;Ruegeria sp. A4;Ruegeria sp. AA1;Ruegeria sp. AL12,unclassified ruegeria,1,FALSE,
WP_480451048.1,PCuAC,137,2625375;3437404;3437645,unclassified Ruegeria;Ruegeria sp. AA10;Ruegeria sp. CF5,unclassified ruegeria,1,FALSE,
WP_480467857.1,PCuAC,137,3687436,Rhizobium sp. P43,rhizobium sp. p43,0,TRUE,longest_validated_sequence
WP_480469220.1,PCuAC,130,2625375;3437454;3437462;3437550;3437557;3437579;3437628;3437657;3437726,unclassified Ruegeria;Ruegeria sp. AG2;Ruegeria sp. AH3;Ruegeria sp. BB3;Ruegeria sp. BC10;Ruegeria sp. BE3;Ruegeria sp. C2;Ruegeria sp. CH12;Ruegeria sp. H5,unclassified ruegeria,1,FALSE,
WP_480473637.1,PCuAC,137,2625375;3437431;3437438;3437445;3437764;3437802;3437805,unclassified Ruegeria;Ruegeria sp. AD9;Ruegeria sp. AE6;Ruegeria sp. AF3;Ruegeria sp. K12;Ruegeria sp. P2;Ruegeria sp. P7,unclassified ruegeria,1,FALSE,
WP_480477470.1,PCuAC,136,2625375;3437473;3437475,unclassified Ruegeria;Ruegeria sp. AJ12;Ruegeria sp. AK1,unclassified ruegeria,1,FALSE,
WP_480488425.1,PCuAC,137,2625375;3437448;3437451;3437476;3437611;3437612;3437771;3437792;3437793;3437794;3437803,unclassified Ruegeria;Ruegeria sp. AF6;Ruegeria sp. AF9;Ruegeria sp. AK10;Ruegeria sp. BH7;Ruegeria sp. BH8;Ruegeria sp. L6;Ruegeria sp. O2;Ruegeria sp. O3;Ruegeria sp. O4;Ruegeria sp. P3,unclassified ruegeria,1,FALSE,
WP_480495097.1,PCuAC,137,2625375;3437453;3437779,unclassified Ruegeria;Ruegeria sp. AG10;Ruegeria sp. N10,unclassified ruegeria,1,FALSE,
WP_480495348.1,PCuAC,133,2625375;3437453;3437779,unclassified Ruegeria;Ruegeria sp. AG10;Ruegeria sp. N10,unclassified ruegeria,1,FALSE,
WP_480497263.1,PCuAC,137,3437460,Ruegeria sp. AH12,ruegeria sp. ah12,0,TRUE,longest_validated_sequence
WP_480507838.1,PCuAC,137,3437449,Ruegeria sp. AF7,ruegeria sp. af7,0,TRUE,longest_validated_sequence
WP_480509748.1,PCuAC,137,3437419,Ruegeria sp. AB5,ruegeria sp. ab5,0,TRUE,longest_validated_sequence
WP_480511103.1,PCuAC,136,3437490,Ruegeria sp. AM1,ruegeria sp. am1,0,TRUE,longest_validated_sequence
WP_480517841.1,PCuAC,137,2625375;3437482;3437763,unclassified Ruegeria;Ruegeria sp. AL1;Ruegeria sp. K11,unclassified ruegeria,1,FALSE,
WP_480518939.1,PCuAC,137,2625375;3437435;3437457;3437774;3437775,unclassified Ruegeria;Ruegeria sp. AE3;Ruegeria sp. AG7;Ruegeria sp. M2;Ruegeria sp. M6,unclassified ruegeria,1,FALSE,
WP_480524358.1,PCuAC,137,3437422,Ruegeria sp. AB8,ruegeria sp. ab8,0,TRUE,longest_validated_sequence
WP_480525238.1,PCuAC,136,3437483,Ruegeria sp. AL11,ruegeria sp. al11,0,TRUE,longest_validated_sequence
WP_480528503.1,PCuAC,136,3437810,Ruegeria sp. AD2(2025),ruegeria sp. ad2(2025),0,TRUE,longest_validated_sequence
